#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2017-12-01 to 2018-03-31
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1070: Anchorage Hillside, AK
#	SNOTEL 960: Eagle Summit, AK
#	SNOTEL 1268: Fielding Lake, AK
#	SNOLITE 1264: Horsepasture Pass, AK
#	SNOTEL 946: Indian Pass, AK
#	SNOTEL 1094: Monahan Flat, AK
#	SNOTEL 1103: Mt. Alyeska, AK
#	SNOTEL 1089: Tokositna Valley, AK
#	SNOTEL 1090: Upper Nome Creek, AK
#	SNOTEL 1055: Upper Tsaina River, AK
# 
# Data items provided in this file:
#
# Element Name                        Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Air Temperature Average             Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum             Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment             Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# Precipitation Accumulation          Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Increment - Snow-adj  Value       None           Day                           N/A        Inches              N/A           PRCPSA        Snow adjusted total preciptation                                                                   
# Snow Depth                          Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent               Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 2017-12-01 to 2018-03-31
#
# As of: Sep 30, 2021 11:29:47 AM GMT-08:00
#
Date,Station Name,Network Code,Station Id,Latitude,Longitude,Elevation (ft),Air Temperature Average (degF),Air Temperature Maximum (degF),Precipitation Increment (in),Precipitation Accumulation (in) Start of Day Values,Precipitation Increment - Snow-adj (in),Snow Depth (in) Start of Day Values,Snow Water Equivalent (in) Start of Day Values
2017-12-31,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,12,16,0.10,5.1,0.10,20,
2018-01-01,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,18,36,0.00,5.2,0.00,19,
2018-01-02,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,30,34,0.00,5.2,0.00,20,
2018-01-03,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,21,27,0.30,5.2,0.30,21,
2018-01-04,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,17,25,0.10,5.5,0.10,23,
2018-01-05,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-7,4,0.00,5.6,0.00,25,
2018-01-06,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-3,6,0.00,5.6,0.00,24,
2018-01-07,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-9,-3,0.00,5.6,0.00,24,
2018-01-08,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-17,-11,0.00,5.6,0.00,23,
2018-01-09,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-26,-16,0.00,5.6,0.00,23,
2018-01-10,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-22,-7,0.00,5.6,0.00,23,
2018-01-11,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-5,1,0.00,5.6,0.00,22,
2018-01-12,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,4,7,0.00,5.6,0.00,22,
2018-01-13,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,17,32,0.00,5.6,0.00,22,
2018-01-14,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,25,30,0.10,5.6,0.10,23,
2018-01-15,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,28,33,0.10,5.7,0.10,23,
2018-01-16,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,28,35,0.00,5.8,0.00,24,
2018-01-17,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,25,33,0.00,5.8,0.00,24,
2018-01-18,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,8,21,0.00,5.8,0.00,25,
2018-01-19,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,2,8,0.00,5.8,0.00,24,
2018-01-20,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,1,8,0.10,5.8,0.10,24,
2018-01-21,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-10,-2,0.00,5.9,0.00,25,
2018-01-22,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-1,1,0.10,5.9,0.10,25,
2018-01-23,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,0,4,0.20,6.0,0.20,26,
2018-01-24,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-5,0,0.00,6.2,0.00,28,
2018-01-25,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-15,-9,0.00,6.2,0.00,28,
2018-01-26,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-19,-9,0.00,6.2,0.00,28,
2018-01-27,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-19,-7,0.00,6.2,0.00,27,
2018-01-28,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-19,-7,0.00,6.2,0.00,27,
2018-01-29,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-16,-2,0.00,6.2,0.00,27,
2018-01-30,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-21,-7,0.00,6.2,0.00,26,
2018-01-31,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-25,-11,0.00,6.2,0.00,26,
2018-02-01,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-28,-10,0.00,6.2,0.00,26,
2018-02-02,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-25,-11,0.00,6.2,0.00,26,
2018-02-03,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-24,-6,0.00,6.2,0.00,26,
2018-02-04,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-21,-7,0.00,6.2,0.00,26,
2018-02-05,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-17,-4,0.00,6.2,0.00,26,
2018-02-06,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-12,2,0.00,6.2,0.00,26,
2018-02-07,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-14,2,0.00,6.2,0.00,26,
2018-02-08,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-16,-4,0.00,6.2,0.00,25,
2018-02-09,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-15,1,0.00,6.2,0.00,26,
2018-02-10,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-11,4,0.00,6.2,0.00,25,
2018-02-11,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,14,21,0.20,6.2,0.20,25,
2018-02-12,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,24,27,0.40,6.4,0.40,27,
2018-02-13,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,21,32,0.00,6.8,0.00,33,
2018-02-14,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,16,22,0.30,6.8,0.30,32,
2018-02-15,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,13,27,0.00,7.1,0.00,36,
2018-02-16,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-4,6,0.00,7.1,0.00,34,
2018-02-17,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,1,11,0.00,7.1,0.00,33,
2018-02-18,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,5,15,0.10,7.1,0.10,32,
2018-02-19,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,10,20,0.00,7.2,0.00,32,
2018-02-20,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,8,24,0.00,7.2,0.00,32,
2018-02-21,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,4,14,0.00,7.2,0.00,31,
2018-02-22,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,16,24,0.30,7.2,0.30,30,
2018-02-23,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,7,17,0.00,7.5,0.00,35,
2018-02-24,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,6,14,0.00,7.5,0.00,34,
2018-02-25,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,3,11,0.00,7.5,0.00,33,
2018-02-26,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,8,15,0.10,7.5,0.10,33,
2018-02-27,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,1,13,0.00,7.6,0.00,34,
2018-02-28,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-6,5,0.00,7.6,0.00,33,
2018-03-01,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-16,5,0.00,7.6,0.00,33,
2018-03-02,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,0,13,0.00,7.6,0.00,33,
2018-03-03,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,12,18,0.20,7.6,0.20,32,
2018-03-04,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,3,21,0.00,7.8,0.00,34,
2018-03-05,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,2,14,0.10,7.8,0.10,33,
2018-03-06,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,3,13,0.00,7.9,0.00,33,
2018-03-07,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,6,23,0.00,7.9,0.00,33,
2018-03-08,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,16,25,0.10,7.9,0.10,33,
2018-03-09,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,26,35,0.00,8.0,0.00,34,
2018-03-10,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,19,29,0.20,8.0,0.20,34,
2018-03-11,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,11,21,0.10,8.2,0.10,36,
2018-03-12,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,18,25,0.00,8.3,0.00,34,
2018-03-13,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,20,31,0.20,8.3,0.20,34,
2018-03-14,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,27,35,0.30,8.5,0.30,35,
2018-03-15,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,20,34,0.00,8.8,0.00,37,
2018-03-16,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,29,34,0.10,8.8,0.10,37,
2018-03-17,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,26,34,0.00,8.9,0.00,38,
2018-03-18,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,28,35,0.00,8.9,0.00,38,
2018-03-19,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,23,29,0.10,8.9,0.10,36,
2018-03-20,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,12,24,0.10,9.0,0.10,38,
2018-03-21,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,11,24,0.00,9.1,0.00,38,
2018-03-22,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-2,15,0.00,9.1,0.00,37,
2018-03-23,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,4,28,0.00,9.1,0.00,37,
2018-03-24,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,6,23,0.00,9.1,0.00,36,
2018-03-25,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,0,19,0.00,9.1,0.00,36,
2018-03-26,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,2,20,0.00,9.1,0.00,36,
2018-03-27,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,2,19,0.00,9.1,0.00,36,
2018-03-28,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,17,26,0.00,9.1,0.00,35,
2018-03-29,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,20,30,0.00,9.1,0.00,35,
2018-03-30,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,14,26,0.00,9.1,0.00,35,
2018-03-31,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,8,23,0.00,9.1,0.00,35,
2017-12-01,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,27,31,0.00,8.5,0.00,16,2.7
2017-12-02,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,30,35,0.30,8.5,0.30,15,2.7
2017-12-03,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,34,36,0.70,8.8,0.70,17,3.0
2017-12-04,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,36,39,0.50,9.5,0.50,16,3.7
2017-12-05,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,35,40,0.40,10.0,0.40,15,3.7
2017-12-06,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,31,37,0.10,10.4,0.10,16,3.9
2017-12-07,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,35,39,1.40,10.5,1.40,15,3.9
2017-12-08,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,36,39,0.00,11.9,0.00,15,4.5
2017-12-09,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,38,42,0.40,11.9,0.40,14,4.5
2017-12-10,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,38,42,1.90,12.3,1.90,13,4.6
2017-12-11,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,38,42,1.10,14.2,1.10,12,4.5
2017-12-12,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,36,41,1.00,15.3,1.00,11,4.0
2017-12-13,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,36,40,1.30,16.3,1.30,12,4.4
2017-12-14,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,32,35,0.00,17.6,0.00,15,4.6
2017-12-15,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,32,34,0.30,17.6,0.30,14,4.6
2017-12-16,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,30,32,0.20,17.9,0.20,16,4.9
2017-12-17,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,27,30,0.10,18.1,0.10,19,5.1
2017-12-18,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,23,28,0.00,18.2,0.00,19,5.1
2017-12-19,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,29,31,0.20,18.2,0.20,18,5.1
2017-12-20,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,30,32,0.00,18.4,0.00,19,5.2
2017-12-21,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,28,33,0.00,18.4,0.00,19,5.2
2017-12-22,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,35,40,0.20,18.4,0.20,19,5.2
2017-12-23,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,36,41,0.00,18.6,0.00,19,5.2
2017-12-24,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,33,37,0.10,18.6,0.10,18,5.2
2017-12-25,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,31,34,0.00,18.7,0.00,17,5.2
2017-12-26,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,22,30,0.10,18.7,0.10,18,5.2
2017-12-27,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,24,28,0.00,18.8,0.00,18,5.2
2017-12-28,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,20,24,0.00,18.8,0.00,18,5.2
2017-12-29,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,20,25,0.00,18.8,0.00,17,5.2
2017-12-30,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,26,31,0.10,18.8,0.10,18,5.2
2017-12-31,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,30,31,0.40,18.9,0.40,19,5.3
2018-01-01,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,33,38,1.00,19.3,1.00,22,5.7
2018-01-02,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,38,41,0.20,20.3,0.20,28,6.5
2018-01-03,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,32,34,0.30,20.5,0.30,22,6.5
2018-01-04,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,26,31,0.00,20.8,0.00,25,6.5
2018-01-05,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,25,36,0.00,20.8,0.00,24,6.5
2018-01-06,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,31,35,0.10,20.8,0.10,24,6.5
2018-01-07,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,29,33,0.00,20.9,0.00,24,6.5
2018-01-08,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,20,25,0.10,20.9,0.10,24,6.5
2018-01-09,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,16,23,0.00,21.0,0.00,24,6.5
2018-01-10,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,22,27,0.00,21.0,0.00,24,6.5
2018-01-11,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,29,32,0.40,21.0,0.50,23,6.5
2018-01-12,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,32,35,0.40,21.4,0.40,28,7.0
2018-01-13,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,35,38,1.20,21.8,1.20,31,7.4
2018-01-14,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,36,39,0.00,23.0,0.00,30,8.2
2018-01-15,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,35,38,0.00,23.0,0.00,30,8.2
2018-01-16,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,37,43,2.00,23.0,2.00,29,8.2
2018-01-17,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,34,38,0.60,25.0,0.60,27,8.3
2018-01-18,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,28,32,0.00,25.6,0.00,26,8.1
2018-01-19,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,26,30,0.00,25.6,0.00,26,7.9
2018-01-20,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,19,22,0.00,25.6,0.00,26,7.8
2018-01-21,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,13,15,0.00,25.6,0.00,26,7.6
2018-01-22,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,16,19,0.20,25.6,0.20,26,7.4
2018-01-23,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,15,17,0.10,25.8,0.20,29,7.6
2018-01-24,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,8,12,0.00,25.9,0.00,31,7.8
2018-01-25,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,2,5,0.90,25.9,1.20,30,7.8
2018-01-26,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,27,33,0.00,26.8,0.00,40,9.0
2018-01-27,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,23,30,0.00,26.8,0.00,39,9.0
2018-01-28,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,13,24,0.00,26.8,0.00,37,9.0
2018-01-29,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,15,21,0.00,26.8,0.00,36,9.0
2018-01-30,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,12,18,0.00,26.8,0.00,35,9.0
2018-01-31,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,14,17,0.00,26.8,0.00,35,9.0
2018-02-01,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,15,18,0.00,26.8,0.00,34,9.0
2018-02-02,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,14,24,0.00,26.8,0.00,34,9.0
2018-02-03,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,21,25,0.00,26.8,0.00,34,9.0
2018-02-04,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,18,22,0.00,26.8,0.00,33,9.0
2018-02-05,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,28,33,0.00,26.8,0.10,33,9.0
2018-02-06,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,28,32,0.10,26.8,0.10,33,9.1
2018-02-07,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,21,23,0.00,26.9,0.00,34,9.2
2018-02-08,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,21,31,0.00,26.9,0.00,34,9.2
2018-02-09,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,26,31,0.00,26.9,0.10,34,9.2
2018-02-10,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,29,34,0.00,26.9,0.00,33,9.3
2018-02-11,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,30,32,0.40,26.9,0.60,32,9.3
2018-02-12,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,31,33,0.50,27.3,0.50,37,9.9
2018-02-13,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,32,35,0.00,27.8,0.00,41,10.4
2018-02-14,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,31,35,0.00,27.8,0.00,40,10.4
2018-02-15,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,24,30,0.00,27.8,0.00,39,10.4
2018-02-16,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,22,30,0.00,27.8,0.00,39,10.4
2018-02-17,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,22,33,0.00,27.8,0.00,38,10.4
2018-02-18,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,32,36,0.00,27.8,0.00,38,10.4
2018-02-19,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,25,27,0.00,27.8,0.00,37,10.4
2018-02-20,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,24,31,0.00,27.8,0.00,36,10.4
2018-02-21,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,31,37,0.00,27.8,0.00,36,10.4
2018-02-22,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,29,35,0.20,27.8,0.20,36,10.4
2018-02-23,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,22,28,0.00,28.0,0.00,38,10.6
2018-02-24,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,21,24,0.20,28.0,0.20,38,10.6
2018-02-25,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,21,24,0.00,28.2,0.00,42,10.8
2018-02-26,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,23,27,0.60,28.2,1.00,41,10.8
2018-02-27,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,16,20,0.00,28.8,0.00,52,11.8
2018-02-28,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,13,18,0.00,28.8,0.00,48,11.8
2018-03-01,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,11,16,0.00,28.8,0.00,46,11.8
2018-03-02,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,21,29,0.00,28.8,0.00,44,11.8
2018-03-03,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,26,29,0.00,28.8,0.00,43,11.8
2018-03-04,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,20,23,0.00,28.8,0.00,43,11.8
2018-03-05,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,21,27,0.00,28.8,0.00,43,11.8
2018-03-06,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,23,28,0.10,28.8,0.10,42,11.8
2018-03-07,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,22,25,0.00,28.9,0.00,43,11.8
2018-03-08,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,28,30,1.10,28.9,1.10,42,11.8
2018-03-09,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,28,29,0.90,30.0,0.90,53,12.9
2018-03-10,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,28,31,0.00,30.9,0.00,61,13.8
2018-03-11,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,25,30,0.10,30.9,0.10,61,13.8
2018-03-12,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,29,33,0.00,31.0,0.00,62,13.9
2018-03-13,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,33,38,0.20,31.0,0.20,60,13.9
2018-03-14,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,30,33,0.30,31.2,0.30,59,13.9
2018-03-15,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,31,35,0.10,31.5,0.10,61,14.1
2018-03-16,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,34,36,0.20,31.6,0.20,60,14.1
2018-03-17,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,34,37,0.00,31.8,0.00,60,14.1
2018-03-18,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,34,37,0.00,31.8,0.10,58,14.1
2018-03-19,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,32,34,0.40,31.8,0.40,57,14.2
2018-03-20,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,28,32,0.00,32.2,0.00,60,14.6
2018-03-21,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,25,31,0.00,32.2,0.00,59,14.6
2018-03-22,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,20,27,0.00,32.2,0.00,58,14.6
2018-03-23,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,26,31,0.00,32.2,0.00,57,14.6
2018-03-24,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,25,29,0.00,32.2,0.00,56,14.6
2018-03-25,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,28,33,0.00,32.2,0.00,56,14.6
2018-03-26,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,29,34,0.00,32.2,0.00,55,14.6
2018-03-27,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,28,34,0.00,32.2,0.00,55,14.6
2018-03-28,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,31,35,0.00,32.2,0.00,54,14.6
2018-03-29,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,29,32,0.10,32.2,0.10,54,14.6
